task_id,origin_id,source_type,repo,language,statement,gold_has_defect,gold_defect_types,gold_severity,gold_label_source
ult_001,10,function_spec,UnLeakedTestBench,Python,"Function `is_degree_in_degree_range` should Checkes whether a given degreevalue lies between two bounding degreevalues, where degree_a and degree_b are the bounding degreelimits, with degree_a representing the clockwise oriented degreevalue and degree_b representing the counterclockwise degreevalue. Degree_c is the value being checked.",False,,none,test_oracle_derived
ult_002,147,function_spec,UnLeakedTestBench,Python,Function `BinaryFromFraction` should Converts x = num / den to IEEE binary floatingpoint x' = f 2^e.,True,missing_trigger,minor,test_oracle_derived
ult_003,186,function_spec,UnLeakedTestBench,Python,Function `fix_labels` should Fix the labels from the Shimmer data by removing unnecessary text.,True,missing_trigger,minor,test_oracle_derived
ult_004,199,function_spec,UnLeakedTestBench,Python,"Function `x0x1_after_extraction` should When we extract an array, we also update the extracted array's regions by mapping each region from their coordinates on the original array (which has a shape_native) to the extracted array (which is a 2D section on this array). This function compares the 1D coordinates of a regions original coordinates on a array to the 1D coordinates of the extracted array, determining where the original region lies on the extracted array. For example, for a 1D array with shape 8 we may have a region whose 1D c
...[truncated].",False,,none,test_oracle_derived
ult_005,251,function_spec,UnLeakedTestBench,Python,Function `_remove_strings` should Remove strings in code.,True,missing_trigger,minor,test_oracle_derived
ult_006,287,function_spec,UnLeakedTestBench,Python,Function `can_blas` should Checks if we can use a BLAS call.,False,,none,test_oracle_derived
ult_007,301,function_spec,UnLeakedTestBench,Python,Function `deg2HMS` should quick and dirty coord conversion. googled to find bdnyc.org.,True,missing_trigger,minor,test_oracle_derived
ult_008,341,function_spec,UnLeakedTestBench,Python,Function `single_defcom_extract` should to extract a def function/class/method comments body.,True,missing_trigger,minor,test_oracle_derived
ult_009,349,function_spec,UnLeakedTestBench,Python,Function `get_allen_relation` should Generates an Allen interval algebra relation between two discrete durations of time.,True,missing_trigger,minor,test_oracle_derived
ult_010,396,function_spec,UnLeakedTestBench,Python,Function `point_box_relation` should Check in which point is located related to a box.,True,missing_trigger,minor,test_oracle_derived
ult_011,412,function_spec,UnLeakedTestBench,Python,"Function `uoc_railfence_encrypt` should Ciphers the message with the key, using the modified rail fence cipher.",False,,none,test_oracle_derived
ult_012,425,function_spec,UnLeakedTestBench,Python,Function `create_three_random_v_indices` should Get vector index 1.,True,missing_trigger,minor,test_oracle_derived
ult_013,426,function_spec,UnLeakedTestBench,Python,Function `diffsents` should tell the different part of a sentence pair.,True,missing_trigger,minor,test_oracle_derived
ult_014,470,function_spec,UnLeakedTestBench,Python,Function `replacement_template` should Takes the replacement template and some info about the match and returns filled template.,True,missing_trigger,minor,test_oracle_derived
ult_015,498,function_spec,UnLeakedTestBench,Python,Function `needleman_wunsch0` should NeedlemanWunsch algorithm for sequience alignment with match score equal +1.,False,,none,test_oracle_derived
ult_016,520,function_spec,UnLeakedTestBench,Python,Function `knapsack_indv` should Performs knapsack algorithm to determine which Reminders can / should be done.,True,missing_trigger,minor,test_oracle_derived
ult_017,549,function_spec,UnLeakedTestBench,Python,"Function `next_holiday` should (int, int, int) > [str, int].",True,missing_trigger,minor,test_oracle_derived
ult_018,557,function_spec,UnLeakedTestBench,Python,Function `calc_query_pos_from_cigar` should Uses the CIGAR string to determine the query position of a read.,True,missing_trigger,minor,test_oracle_derived
ult_019,746,function_spec,UnLeakedTestBench,Python,Function `get_processor_types_from_config_class` should Return a tuple of processors for `config_class`. We use `tuple` here to include (potentially) both slow & fast tokenizers.,True,missing_trigger,minor,test_oracle_derived
ult_020,775,function_spec,UnLeakedTestBench,Python,"Function `maximal_matching_pairs` should Find all substring pairs fulfilling the properties specified in definition 1, namely _identical_, _nonoverlapping_, _consecutive_ and _maximal_.",True,missing_trigger|overly_broad_requirement,minor,test_oracle_derived
ult_021,785,function_spec,UnLeakedTestBench,Python,"Function `lflverify` should this is a function that does a detailed check of list of list it also verifies the type of var inside the child list for this example it is [int,str] it return zero var if 0 then error if 1 then passed.",False,,none,test_oracle_derived
ult_022,787,function_spec,UnLeakedTestBench,Python,Function `longestNonWildcardSubsequence` should Returns the start and end index of the longest substring containing only wildcard characters ('').,True,missing_trigger,minor,test_oracle_derived
ult_023,851,function_spec,UnLeakedTestBench,Python,Function `windows_k_distinct` should Find all largest windows containing exactly k distinct elements.,True,missing_trigger|overly_broad_requirement,minor,test_oracle_derived
ult_024,873,function_spec,UnLeakedTestBench,Python,"Function `string_contrast` should From an array of strings, ss, returns maximum common prefix string, maximum common suffix string, and array of middles.",True,missing_trigger,minor,test_oracle_derived
ult_025,921,function_spec,UnLeakedTestBench,Python,Function `max_rewards` should Takes a set of actions and returns the maximum possible reward.,True,missing_trigger,minor,test_oracle_derived
ult_026,983,function_spec,UnLeakedTestBench,Python,"Function `circle_line_segment_intersection` should Find the points at which a circle intersects a linesegment. This can happen at 0, 1, or 2 points.",True,missing_trigger,minor,test_oracle_derived
ult_027,1080,function_spec,UnLeakedTestBench,Python,Function `initiate_board` should This function initiates our representation of the game board.,True,missing_trigger,minor,test_oracle_derived
ult_028,1094,function_spec,UnLeakedTestBench,Python,Function `move_gain` should Compute the triple match number gain by the move operation.,True,missing_trigger,minor,test_oracle_derived
ult_029,1159,function_spec,UnLeakedTestBench,Python,Function `time_in_swiss_german` should Translate the given time of the day into Swiss german.,False,,none,test_oracle_derived
ult_030,1193,function_spec,UnLeakedTestBench,Python,Function `columnTransCipher` should Funkcja szyfrujaca podany ciag znakow za pomoca transpozycji kolumnowej.,True,missing_trigger,minor,test_oracle_derived
